rvalue-s,pvalue-s,fdr-pvalue-s,rvalue,pvalue,fdr-pvalue
-0.036734497308137874,0.42986808172115787,0.6290102932275474,-0.06240498600961705,0.17961969578846107,0.4260885994615381
-0.10884507028302987,0.01901473100514081,0.268864361797366,-0.11568606133962221,0.01264514237024882,0.2810661881989313
-0.09506065717261983,0.04067938991034078,0.27698152479999655,-0.09619603614829929,0.038326789617512985,0.2810661881989313
-0.11912788227695699,0.01021918028049924,0.22853803172752846,-0.12351216779635646,0.007731793782673225,0.2810661881989313
-0.03609938639171658,0.43789069593606733,0.6321106543171451,-0.039671736610959386,0.3938889112078839,0.5761336905334736
-0.07963677589975739,0.08661619304602576,0.3551263914887056,-0.08555141007512414,0.06558640579653459,0.2887188391016398
-0.10039487797046256,0.030602447684253038,0.268864361797366,-0.09574787945104589,0.03924126205529657,0.2810661881989313
-0.08109882026702282,0.0809699930758375,0.34342445339062116,-0.0942115022685302,0.04251765708823642,0.2810661881989313
-0.06869132424965098,0.13956554668053175,0.36140131035169276,-0.0612424884056071,0.1878783033141338,0.4260885994615381
-0.012146812566854395,0.79412780717789,0.9044233359525969,-0.03706320500594,0.4257495421216731,0.5950817463746113
-0.017473080922943442,0.7073666308379696,0.8410436062487184,-0.03190812028451623,0.49293849492041825,0.6590373356001245
-0.03764372648197872,0.418532246308597,0.6239097714065445,-0.05514177125097734,0.2358244060073665,0.4491809956994165
-0.05222410671701013,0.26157614445177924,0.4912040575201351,-0.06872507969170777,0.1393706961543736,0.3786173323076314
-0.09434993781376741,0.04221327647214749,0.27698152479999655,-0.09305365836433563,0.0451366077833457,0.2810661881989313
-0.03703916017138418,0.42605003122919627,0.6275946567807322,-0.05512312359605027,0.23598310364788508,0.4491809956994165
-0.03275002276067482,0.48159281282584476,0.684808277197444,-0.04346996501789489,0.3501555039218069,0.5383640872797781
-0.0054098292402738665,0.9074799161505653,0.9619577069002255,-0.036672196160400544,0.43065127514828133,0.5985322807145605
-0.08957702686304068,0.05382758815764554,0.2857011245731607,-0.0938393654269798,0.04334506539831652,0.2810661881989313
-0.022550594491145607,0.6280267672147393,0.8046592954938847,-0.021135159029155755,0.6497654959146804,0.7874005516995634
-0.07005812005318446,0.13184153029704154,0.35733712734843354,-0.05841075293655216,0.20915773152741332,0.44042434694545035
-0.08804780846126475,0.058069334262837544,0.2857011245731607,-0.10349407074032535,0.02579350597686512,0.2810661881989313
-0.05796576966318881,0.21265387737961985,0.4505710056168476,-0.07555145648074969,0.10408540704435618,0.3282693606783541
-0.04335580875466444,0.3514234239531885,0.5812304990290139,-0.047877336654676875,0.303424285802818,0.5119924530059026
-0.10697528253857422,0.021182281459587757,0.268864361797366,-0.10847755386138608,0.01942482870460084,0.2810661881989313
-0.06880555023120426,0.13890702854894385,0.36140131035169276,-0.0663910539679187,0.15334214322238002,0.3970754445547946
-0.10211844922903751,0.02784109203160806,0.268864361797366,-0.08825743462243421,0.0574719898854858,0.2810661881989313
-0.0313375004170575,0.5007087189323736,0.7038533991849365,-0.051802836196394295,0.2654485860114589,0.47319095767260055
-0.08425762652482983,0.06978635421253059,0.3056596583518207,-0.0855077682788191,0.06572461377923508,0.2887188391016398
-0.06440056020312836,0.1660748813510398,0.3899084159411417,-0.05482733950513394,0.23851039738089183,0.4491809956994165
-0.015288569271507629,0.7425663294227988,0.8616571558396627,-0.01203747510629861,0.7959399327349738,0.8780323921650384
-0.05042920446573525,0.27834789751012007,0.5034822263785995,-0.05880406050477269,0.20610230874280283,0.44042434694545035
-0.021889397155941306,0.6381431382470584,0.8091918144782287,-0.02261534163550552,0.6270398247151524,0.7874005516995634
-0.040858199832061716,0.3798865542130141,0.6068317684181914,-0.03362231602256127,0.4699885846679186,0.6413847355104468
-0.030105414157170187,0.5177044805278637,0.7189282001042886,-0.045717138816574944,0.3257871593972099,0.5238146484425729
-0.05853250162968237,0.20820844785993367,0.44929191380301475,-0.0526946835103418,0.25729669162939317,0.46885174919133865
-0.005117757743137606,0.9124543863961763,0.9619577069002255,-0.03554225177475526,0.444998472537133,0.6149978890119927
-0.08654172443549961,0.0625138655729742,0.2901586968104085,-0.07007473963055556,0.13174968454811767,0.3719532625327947
-0.12552881111614675,0.00678131724771043,0.22853803172752846,-0.10965954778253682,0.018132685089119655,0.2810661881989313
-0.12314350031042975,0.007917885749010969,0.22853803172752846,-0.11363190440568753,0.014323716223720499,0.2810661881989313
-0.03559199650952152,0.4443611883362437,0.6355398391320695,-0.039671056372677406,0.3938970275061002,0.5761336905334736
-0.09647390246548747,0.03776891696167612,0.27698152479999655,-0.1070747395737726,0.02106180301186292,0.2810661881989313
-0.05072103497978806,0.2755724536945914,0.5034822263785995,-0.05337729706247703,0.2511754382902151,0.4645801339803979
-0.06822966090753975,0.14225148012959443,0.36451941783208575,-0.08678454897835167,0.061778875095121796,0.28674723157358417
-0.06384581714503622,0.16976089375782538,0.3902914006021032,-0.0859124612213976,0.06445214030716809,0.2887188391016398
-0.06254493021482513,0.17864393265678685,0.40691117994045894,-0.04485037415120642,0.3350530022171484,0.5287871492278339
-0.0010690009581653913,0.9816782864850793,0.9968187750147116,-0.01137087455625009,0.8070113677040172,0.8833817812421046
