ROI,tvalue,pvalue,fdr-pvalue
A8m_L,1.5820447995379738,0.11420798997192635,0.1791915154024025
A8m_R,2.256919344798366,0.024400471899490385,0.08442278825994355
A8dl_L,2.0925686201879152,0.036840450492475474,0.1000620730812837
A8dl_R,2.3895836992600636,0.017199651910824232,0.0682437801623026
A9l_L,1.7524363121750441,0.08025000670833059,0.14843234323495733
A9l_R,1.5917561368427247,0.11200786146815894,0.1791915154024025
A6dl_L,3.4246945246495932,0.0006608931793517731,0.012059415620389188
A6dl_R,2.181616376300749,0.02955591738445303,0.09321481636635186
A6m_L,2.5152781780630367,0.012174684210811495,0.059387611644155534
A6m_R,1.9599556828612419,0.050500046795750125,0.1119190226284192
A9m_L,2.086134921215526,0.037421588306821546,0.1000620730812837
A9m_R,1.3912867636299175,0.16469491899314168,0.22508305595729364
A10m_L,2.1198630192423087,0.03445997088287456,0.09633128224076297
A10m_R,1.2973202048901376,0.1950590652366436,0.2579813443452383
